product_category,product_name,product_short_desc,product_ad_desc,product_price,product_color,product_age,product_avg_rev
Kitchen,EKEBOL,qui voluptatem pariatur,Ea et ipsa ut fugiat perferendis at beatae corporis.,513,blue,26,4
Rest room,FRIHETEN,magni libero libero,Nesciunt amet eum consequatur ut et.,576,red,8,5
Rest room,DELAKTIG,iure atque minima,Quod totam dolores ea ratione sunt ex facilis et in.,225,Skiftebo blue,11,1
Rest room,EKEBOL,quasi ut quidem,Quibusdam sapiente atque et natus illum.,173,red,19,1
Lobby,BALKARP,vitae animi dolore,Qui ex voluptatum consequatur perferendis nam repudiandae quis rerum et.,577,red,18,5
Kitchen,BRATHULT,nisi incidunt eos,Voluptates voluptate quae eveniet in deserunt modi in tenetur.,658,blue,12,3
Kitchen,BRATHULT,veniam impedit est,Unde ut non ut.,446,original red,11,3
Living room,BALKARP,non occaecati suscipit,Molestiae assumenda quo qui.,112,white,17,1
Lobby,EKEBOL,dicta consequuntur dolorem,Vel quod facilis natus doloribus nobis nostrum.,285,navy,16,4
Lobby,DELAKTIG,tempora aliquam ratione,Quia consequatur laboriosam ducimus animi est neque perferendis illum magni.,121,gray,20,3
Kitchen,DELAKTIG,eos earum autem,Iste ut quia eveniet fugiat ut recusandae.,186,Bomstad black,14,1
Lobby,BRATHULT,rerum quibusdam omnis,Veritatis voluptatum eveniet perferendis deserunt magnam quasi velit cum perferendis.,505,Skiftebo dark gray,22,1
Rest room,DELAKTIG,quos nostrum eligendi,Nobis dolores quos eaque in magni voluptatem.,321,pink,7,5
Bed room,BRATHULT,quis quo aperiam,Placeat fugit aut qui deleniti dolores doloribus aliquid.,646,Skiftebo blue,5,4
Living room,BALKARP,et sunt non,Temporibus molestiae iure assumenda error.,560,white,2,5
Lobby,FRIHETEN,facilis qui aut,Eum vitae facilis autem repudiandae ut voluptatem qui magnam aut.,647,Bomstad black,27,2
Bed room,FRIHETEN,fuga quo dolor,Ipsa amet iusto et saepe nam quia non quam accusamus.,193,Bomstad black,25,4
Bed room,BRATHULT,sed qui ut,Eius unde facilis dolorem sequi vitae eum voluptatem fuga cumque.,24,Hyllie dark gray,3,2
Bed room,DELAKTIG,non est et,Consequatur dignissimos qui.,258,Bomstad black,24,2
Living room,FRIHETEN,dolor ducimus omnis,Minima est et ullam velit tempore vero consequatur repellat.,287,gray,25,5
Bed room,FRIHETEN,similique vitae dolorem,Neque dignissimos facere quibusdam qui sunt dolorem impedit.,343,navy,2,4
Bed room,BRATHULT,ipsum placeat quaerat,Adipisci pariatur non.,507,original red,24,4
Rest room,BALKARP,ipsa doloremque iure,Eius et repudiandae ex officia omnis a fugit nesciunt dicta.,652,Bomstad black,30,5
Bed room,EKEBOL,ea libero praesentium,Beatae accusantium et vero commodi.,160,Skiftebo blue,5,3
Kitchen,EKEBOL,molestias rerum asperiores,Excepturi minus fuga.,130,black,5,3
Kitchen,BRATHULT,harum eos ut,Quas corrupti nihil.,543,Hyllie dark gray,17,3
Living room,DELAKTIG,alias magnam aut,Eum magni reprehenderit magnam quod labore incidunt accusantium.,397,navy,15,3
Kitchen,BALKARP,asperiores harum nihil,Qui doloribus id amet nesciunt maxime omnis repudiandae hic sed.,430,white,11,4
Living room,EKEBOL,debitis est id,Mollitia inventore ratione accusantium ex enim maxime aperiam.,327,blue,24,1
Kitchen,FRIHETEN,voluptatem ab voluptas,Laudantium dolor corporis nam dolores.,388,navy,7,2
Lobby,FRIHETEN,voluptas tenetur alias,Ducimus est quod repellat qui.,161,Skiftebo blue,26,3
Kitchen,BRATHULT,sed inventore enim,Dolore dignissimos illum sed ullam qui.,312,gray,21,4
Kitchen,BRATHULT,ea ut itaque,Quas corrupti corrupti molestiae et et explicabo et aut nihil.,50,Bomstad black,23,4
Lobby,EKEBOL,est nemo neque,Ut illum iusto qui harum aut aut laudantium similique.,172,original red,5,3
Living room,FRIHETEN,et sit sed,At repellat ut tempora nisi illo labore in dolores.,54,pink,7,3
Kitchen,EKEBOL,ab culpa perferendis,Sit accusantium omnis aut rerum doloribus.,41,gray,27,2
Bed room,FRIHETEN,ad asperiores et,Consequuntur voluptatem veniam facere voluptates aut veritatis reiciendis et.,405,white,22,2
Kitchen,BRATHULT,et ipsa et,Debitis cum ad quia amet accusantium ducimus ut ut autem.,500,white,17,5
Rest room,DELAKTIG,qui natus enim,Inventore rerum vel nobis perferendis officia.,458,red,23,4
Bed room,BRATHULT,dignissimos eos commodi,A dolorem omnis rem distinctio pariatur et quia.,40,white,28,2
Bed room,DELAKTIG,saepe culpa necessitatibus,Id reprehenderit praesentium officiis commodi culpa aut eligendi perspiciatis porro.,428,original red,13,2
Bed room,BALKARP,eligendi accusamus excepturi,Aliquam quo est voluptatibus accusantium fuga.,321,black,19,1
Bed room,EKEBOL,iure sed sint,Provident numquam molestiae et.,275,pink,19,5
Living room,FRIHETEN,aut quia cupiditate,Enim ea aut culpa voluptate dicta voluptates totam.,496,gray,4,1
Bed room,BRATHULT,dolorem repellat autem,Et asperiores fugiat quod praesentium at modi quis facere.,415,navy,22,5
Rest room,EKEBOL,aut dolores deserunt,Reprehenderit rerum doloribus sequi itaque et.,180,blue,3,4
Rest room,DELAKTIG,rerum molestiae qui,Omnis sequi assumenda itaque odit.,419,Hyllie beige,27,3
Bed room,EKEBOL,quibusdam quas ut,Omnis voluptatem est illo neque beatae voluptatem beatae excepturi.,662,navy,14,5
Bed room,BRATHULT,magnam enim facere,Laborum porro mollitia quaerat dolorum voluptatem reprehenderit.,644,original red,22,4
Lobby,BRATHULT,quos perferendis sit,Velit quis autem non aspernatur mollitia quasi quo.,614,red,29,2
Lobby,DELAKTIG,quas et ipsam,Consequatur molestias dolorum quo est voluptatem et quia.,526,Hyllie dark gray,11,3
Bed room,EKEBOL,quis dolor doloribus,Dolores quo velit libero.,451,Hyllie dark gray,21,2
Living room,FRIHETEN,vel quia illum,Esse et voluptas iusto quaerat et.,453,navy,29,3
Rest room,DELAKTIG,quis in sequi,Impedit laboriosam sint.,363,Hyllie dark gray,23,1
Lobby,BALKARP,aut doloribus et,Quos hic modi est voluptas consequuntur molestiae exercitationem.,451,black,2,1
Kitchen,EKEBOL,esse cupiditate consequatur,Ut nobis aut repudiandae nostrum.,414,Skiftebo blue,7,5
Lobby,BALKARP,veritatis delectus id,Minima tempore nostrum explicabo sed tempore ea autem.,383,red,14,1
Kitchen,DELAKTIG,ad suscipit in,Assumenda dolorum rerum mollitia.,58,blue,5,5
Living room,DELAKTIG,molestiae aspernatur tempore,Consequuntur non nihil neque dolores consectetur distinctio aut ut quo.,370,Hyllie dark gray,18,3
Living room,FRIHETEN,corrupti qui inventore,Occaecati omnis qui provident rerum error corporis.,48,original red,21,5
Lobby,EKEBOL,accusamus repellendus dolorem,Voluptas asperiores adipisci qui.,156,white,22,2
Living room,DELAKTIG,totam qui eligendi,Eligendi explicabo quis provident nemo.,541,pink,6,2
Rest room,DELAKTIG,quibusdam tempora voluptatem,Et et tempora nihil sunt id.,619,pink,12,1
Bed room,BALKARP,esse quidem et,Aliquid ut sed eum ad quaerat ut tempora voluptatum autem.,122,Hyllie beige,28,2
Bed room,FRIHETEN,autem optio praesentium,Consequatur quis illo quo quasi amet voluptatibus praesentium.,247,original red,2,5
Bed room,FRIHETEN,voluptatem consequatur deleniti,Dolor repudiandae repellat blanditiis sint voluptatem est iste.,83,Skiftebo dark gray,6,5
Lobby,FRIHETEN,natus eius officiis,Saepe perspiciatis eligendi consequatur et ipsam.,514,red,30,2
Living room,DELAKTIG,hic enim hic,Voluptas in et voluptas occaecati laudantium in laudantium repellendus.,227,Skiftebo dark gray,14,4
Kitchen,EKEBOL,amet nostrum laboriosam,Enim commodi quis asperiores delectus laborum in porro.,202,Hyllie beige,18,3
Bed room,EKEBOL,ea consequatur earum,Nemo perferendis quis voluptate aspernatur vel itaque rerum.,34,Hyllie dark gray,16,2
Rest room,BALKARP,necessitatibus consequatur sed,Ut vel aliquam non animi voluptatem mollitia id distinctio voluptas.,187,navy,1,2
Living room,BALKARP,provident odit sed,Nihil eos quod.,359,white,7,5
Rest room,EKEBOL,aut rerum corporis,Possimus ipsa quam cupiditate adipisci.,254,Skiftebo blue,24,4
Living room,FRIHETEN,id quasi repudiandae,Illo quae est.,159,Skiftebo blue,2,4
Kitchen,EKEBOL,non ut dolor,Nam earum nisi praesentium omnis quia quod quibusdam similique non.,491,Skiftebo blue,20,2
Kitchen,BALKARP,et suscipit temporibus,Nostrum corporis et hic eum ratione enim sequi.,92,Bomstad black,28,4
Bed room,BALKARP,debitis vel exercitationem,Et dignissimos alias dolorem commodi.,481,white,3,2
Bed room,FRIHETEN,est labore exercitationem,Et sed optio et.,85,blue,12,3
Bed room,BALKARP,eos molestias ea,Eum perferendis eum velit.,398,Skiftebo dark gray,19,2
Lobby,FRIHETEN,quis non veritatis,Quibusdam qui dolor earum ea sed natus enim quos.,239,Hyllie beige,22,4
Rest room,BRATHULT,omnis minima tempora,Non odio tempore aut necessitatibus.,352,blue,26,4
Bed room,FRIHETEN,nemo est nobis,Quis quibusdam cupiditate dolor quisquam rerum ratione error.,392,navy,16,3
Rest room,DELAKTIG,fugiat molestiae eveniet,Aut ullam rerum et.,465,blue,23,3
Rest room,BALKARP,maxime dolores voluptates,Quas mollitia quia assumenda molestias vero fugiat quo assumenda ea.,238,blue,13,4
Lobby,FRIHETEN,officiis distinctio ipsa,Enim vel animi fuga architecto optio optio architecto.,243,Skiftebo dark gray,18,5
Kitchen,FRIHETEN,dicta laborum non,Doloribus ut soluta inventore ut.,219,Bomstad black,3,1
Lobby,DELAKTIG,saepe voluptatem fugiat,Dolorem repellendus error in voluptatem minima laudantium porro non ad.,316,black,2,1
Rest room,DELAKTIG,amet distinctio ipsum,Et maxime eos iste accusantium non.,157,Skiftebo dark gray,11,4
Living room,DELAKTIG,non doloremque nobis,Eius nihil neque aut atque aliquam veritatis est.,91,Hyllie dark gray,23,1
Lobby,BALKARP,mollitia amet veritatis,Culpa dolorem et non velit sint soluta magni vero.,581,white,11,2
Bed room,DELAKTIG,doloremque aut quo,Fugit deserunt eos.,570,white,12,3
Bed room,BRATHULT,occaecati ad consequatur,Perferendis quia deleniti quo sunt.,275,Hyllie dark gray,15,2
Bed room,EKEBOL,accusantium est minus,Possimus ut adipisci aliquid veritatis adipisci neque.,608,black,30,1
Kitchen,BALKARP,velit nesciunt aut,Sed non consequuntur.,336,original red,12,2
Lobby,DELAKTIG,quas optio autem,Est voluptatum placeat omnis ab ut labore nulla aut accusamus.,236,Bomstad black,29,2
Bed room,FRIHETEN,voluptates illo minima,Ut nostrum magnam voluptatum quaerat dolor assumenda.,585,original red,9,2
Bed room,BRATHULT,reiciendis soluta nobis,Pariatur vel occaecati ullam.,188,Skiftebo blue,9,2
Lobby,DELAKTIG,animi quo aliquid,Assumenda eaque aliquam voluptatem odio deserunt et.,414,white,11,3
Bed room,EKEBOL,sed sunt et,Voluptas est rem.,432,original red,4,5
Living room,BRATHULT,incidunt quos a,Velit ducimus tenetur sit velit aliquid minus fugit accusantium maiores.,603,Skiftebo dark gray,23,3
Living room,FRIHETEN,nostrum labore dolorum,Nisi delectus est voluptas et.,371,Skiftebo blue,1,2
Kitchen,FRIHETEN,voluptas eos distinctio,Veritatis odio et illo molestiae cumque eum maxime.,517,blue,24,4
Living room,EKEBOL,est eius id,Blanditiis tempora delectus qui temporibus et.,647,original red,7,5
Living room,BALKARP,ea consequatur et,Qui sint esse quas harum ut.,500,red,1,1
Living room,BRATHULT,a commodi et,Voluptatum molestiae laboriosam et dolores et quae qui ea.,269,white,11,5
Lobby,DELAKTIG,eligendi voluptatem doloremque,Nulla pariatur maxime sed sunt.,634,original red,26,2
Kitchen,FRIHETEN,odio deleniti in,Sed autem sunt consequatur dolorum.,305,blue,14,5
Living room,DELAKTIG,qui velit deserunt,Aut qui ut quae.,396,navy,24,5
Kitchen,EKEBOL,minima quia voluptates,Quos minus modi rerum velit fugit nisi non laboriosam molestiae.,271,Skiftebo dark gray,8,1
Rest room,BALKARP,accusantium blanditiis vel,Et delectus ex aut maxime debitis at enim doloribus.,230,Skiftebo dark gray,7,4
Bed room,DELAKTIG,et similique minus,Et ipsa maiores.,527,gray,13,1
Living room,EKEBOL,nesciunt voluptatem mollitia,Est adipisci mollitia aut voluptatem rerum repellendus ipsa.,620,white,8,3
Bed room,BRATHULT,tempora alias adipisci,Laudantium ullam occaecati ea ipsum saepe voluptatem.,646,Hyllie beige,5,4
Kitchen,EKEBOL,est eius accusamus,Repellendus quasi qui quidem laborum qui deserunt consectetur minima ipsam.,192,white,15,1
Lobby,DELAKTIG,praesentium provident magnam,Ipsa non animi numquam.,241,pink,13,2
Rest room,EKEBOL,optio sed animi,Placeat optio omnis rem quos harum.,332,blue,25,2
Kitchen,EKEBOL,asperiores sunt repellat,Ut sed dolores quidem dolore dolores.,594,navy,20,1
Rest room,EKEBOL,rem laborum rerum,Perferendis id reprehenderit unde.,520,Hyllie beige,2,3
Rest room,BRATHULT,ipsum et qui,Necessitatibus et non et sint nemo facere.,320,white,2,1
Bed room,EKEBOL,aperiam atque neque,Voluptatem nisi adipisci et assumenda quibusdam quasi est quos qui.,162,Bomstad black,16,2
Bed room,BRATHULT,vitae asperiores voluptates,Et ipsa dolor nihil officiis voluptatum sint.,566,red,27,4
Bed room,BRATHULT,quo quae sed,Minus in tempore sit odio placeat consequatur fugit.,582,original red,18,2
Lobby,BALKARP,earum et esse,Consequatur laboriosam praesentium voluptas dicta magni quas.,562,Skiftebo blue,5,2
Bed room,FRIHETEN,autem id qui,Sint earum quos voluptas laudantium hic vel voluptatem dolores.,274,red,19,3
Rest room,BRATHULT,quia cum debitis,Enim vero ratione eius voluptatem dignissimos ut velit ullam.,306,Bomstad black,9,4
Rest room,EKEBOL,exercitationem consequatur iste,Perferendis sunt sapiente ullam qui dolorem ullam voluptatem sapiente aut.,493,Bomstad black,7,4
Living room,EKEBOL,ullam ut itaque,Aut perferendis consequatur natus quis sint.,376,Skiftebo blue,29,2
Living room,DELAKTIG,beatae nihil hic,Est pariatur enim aliquam aut distinctio consequatur dolores voluptas.,602,Skiftebo dark gray,20,2
Bed room,BALKARP,quidem dignissimos asperiores,Voluptatem aut voluptates.,476,Bomstad black,18,5
Rest room,FRIHETEN,repudiandae voluptates quasi,Ut est eligendi sed nesciunt eum delectus repellendus modi eos.,354,navy,23,4
Lobby,FRIHETEN,aut natus porro,Quis sunt id quia aspernatur.,663,pink,8,5
Kitchen,EKEBOL,aliquid dolorum accusantium,Voluptas dolorum sit quis sint in sed et tempora eligendi.,394,blue,9,4
Kitchen,EKEBOL,quos porro sed,Provident dicta non et.,90,black,23,1
Kitchen,EKEBOL,quas mollitia est,Praesentium sed suscipit dolorem aspernatur non fugit est accusantium.,242,Skiftebo dark gray,9,2
Bed room,EKEBOL,quibusdam sint quia,Fugit rerum quia voluptates.,162,gray,16,4
Bed room,EKEBOL,velit ipsam quis,Eius consectetur sit.,356,black,16,4
Kitchen,BRATHULT,eaque ut corporis,Amet soluta dolores.,648,Hyllie dark gray,24,3
Rest room,BRATHULT,sed dolores sunt,Et minus nemo similique possimus ut qui fugit qui.,105,Hyllie beige,22,1
Living room,FRIHETEN,et saepe totam,Iste itaque iusto est eligendi officia molestiae atque cum.,421,Hyllie dark gray,25,2
Lobby,DELAKTIG,incidunt eveniet placeat,Qui veritatis veritatis consequatur sed quia id quisquam magnam rerum.,448,red,12,1
Lobby,EKEBOL,animi et odio,Qui qui aspernatur.,438,Hyllie dark gray,3,1
Kitchen,FRIHETEN,et voluptatum totam,Est dolores porro natus et neque dolor laborum ipsam.,128,Skiftebo blue,7,2
Kitchen,EKEBOL,nulla cupiditate occaecati,Accusamus quos et magni consequatur provident aut ipsa illum rem.,140,Skiftebo dark gray,16,1
Rest room,BALKARP,maiores saepe totam,Fuga saepe aspernatur ipsum ipsa.,488,Hyllie dark gray,27,4
Kitchen,BALKARP,id et aut,Ipsam ad consequuntur.,335,Skiftebo dark gray,1,4
Living room,FRIHETEN,itaque aliquid voluptas,Debitis aut molestiae quia doloremque repellendus dolor molestias quia voluptatem.,635,Skiftebo dark gray,1,5
Rest room,BALKARP,nisi enim aut,Et id eum qui magni dolores qui necessitatibus mollitia.,450,gray,17,2
Kitchen,BRATHULT,placeat alias hic,Vero eligendi ut facilis qui id.,151,pink,26,3
Rest room,DELAKTIG,voluptatibus harum sint,Illum et aut quis ea illo ex voluptatem iste.,494,red,17,1
Lobby,BRATHULT,quisquam omnis dignissimos,Molestiae aut et placeat.,321,red,22,2
Bed room,BALKARP,dicta consequuntur aut,Eos minima doloribus placeat ipsam rem perferendis rerum occaecati.,154,Skiftebo blue,4,3
Lobby,BALKARP,sint autem ut,Ipsum quam sed perspiciatis est excepturi quia excepturi adipisci et.,418,red,12,4
Bed room,BALKARP,sint non qui,Eos voluptatem dolorem nulla accusantium magni et autem.,179,black,7,1
Kitchen,BRATHULT,nesciunt blanditiis sit,Qui similique quas dolorem ipsam mollitia.,467,blue,6,4
Bed room,BRATHULT,autem quibusdam ut,Neque impedit qui id.,465,navy,29,5
Living room,EKEBOL,ut nemo aspernatur,Totam cupiditate quas consequatur delectus vel est sed.,171,Hyllie dark gray,6,1
Living room,BRATHULT,nihil molestiae ut,Eius sed aut nihil qui vero soluta voluptatem eum.,306,white,22,2
Living room,FRIHETEN,suscipit at aliquid,Cupiditate maiores eligendi vel.,59,Hyllie dark gray,26,5
Living room,DELAKTIG,eligendi odit enim,Sit voluptatibus excepturi minus sequi molestiae.,252,navy,14,1
Bed room,BRATHULT,dolor ut quisquam,Quis ullam sequi earum dolor dolor atque doloribus.,459,Bomstad black,29,1
Bed room,BRATHULT,dignissimos animi repellat,Beatae ut dolorem nihil dolorum tempore natus et voluptate quaerat.,98,red,14,1
Bed room,DELAKTIG,labore totam sit,Recusandae culpa aperiam tempore et rerum.,507,original red,10,2
Living room,EKEBOL,quibusdam voluptatem quo,Eligendi rerum aperiam dolorem non.,76,Hyllie dark gray,26,2
Lobby,BRATHULT,vero commodi placeat,Animi doloremque assumenda assumenda vero doloribus explicabo expedita quo.,107,blue,14,3
Rest room,DELAKTIG,et accusantium cumque,Similique repellendus possimus quia.,504,blue,18,1
Lobby,FRIHETEN,facilis voluptatum earum,Quia voluptatum saepe repudiandae.,598,blue,10,2
Bed room,EKEBOL,expedita tenetur quia,Quos rerum iusto.,439,Bomstad black,21,5
Rest room,BALKARP,fugit blanditiis quia,Distinctio dolorem rerum qui eveniet alias omnis nisi quo.,209,Hyllie beige,22,1
Lobby,DELAKTIG,non modi sed,Aspernatur tempora recusandae et labore dolorem saepe odit.,613,Hyllie beige,21,4
Lobby,BALKARP,corrupti molestiae aut,Dolor distinctio sed aut ad maiores et ut.,410,Bomstad black,8,4
Lobby,BALKARP,consectetur ratione et,Reprehenderit rerum quaerat.,177,Hyllie dark gray,2,1
Rest room,BRATHULT,praesentium modi nisi,Vel explicabo omnis quia et nostrum veniam.,357,navy,7,1
Rest room,DELAKTIG,harum minima nam,Incidunt ea quidem iusto porro porro corrupti.,603,Skiftebo blue,5,4
Kitchen,EKEBOL,eum ut voluptatibus,Illo accusamus inventore id.,483,navy,20,5
Kitchen,DELAKTIG,vel sunt eius,Beatae hic voluptas placeat sed et.,212,original red,16,1
Rest room,BALKARP,consequuntur nisi tenetur,Earum magnam ea nulla aliquid error.,389,Skiftebo dark gray,18,1
Bed room,EKEBOL,et quo molestias,Saepe est numquam rerum consectetur nisi maxime et amet eaque.,202,Bomstad black,6,2
Living room,BRATHULT,dolor quis repellendus,Maxime voluptas fuga dicta fuga.,552,original red,29,3
Living room,EKEBOL,itaque esse optio,Et molestiae corrupti natus at non ut eos ratione.,195,Skiftebo blue,1,1
Lobby,BRATHULT,voluptatem molestiae esse,Pariatur soluta est repellendus et dolore voluptatem.,264,Skiftebo dark gray,23,5
Bed room,BRATHULT,sequi voluptates nesciunt,Nulla quo tempora.,357,Skiftebo blue,3,4
Lobby,BRATHULT,natus nisi molestias,Nam recusandae est blanditiis deserunt.,498,white,23,1
Bed room,EKEBOL,qui accusantium ut,Ut sed fugit cumque id non quia.,533,white,2,5
Living room,EKEBOL,quibusdam reprehenderit omnis,Rerum pariatur consequatur quia et autem quasi omnis in veniam.,69,Hyllie beige,9,2
Kitchen,BRATHULT,enim quia ex,Reiciendis reprehenderit atque odit dolor sint minus labore tempora blanditiis.,560,navy,14,4
